id,date,amount,card,id_merchant
2838,2018-01-18 8:58,17.53,1.80099E+14,137
3406,2018-01-18 11:17,1.24,3.0182E+13,116
2662,2018-01-18 12:41,15.86,4.31965E+12,43
2119,2018-01-18 14:13,2.61,3.76028E+14,26
3095,2018-01-18 14:39,19,5.0188E+11,15
1303,2018-01-18 18:49,10.19,4.15984E+18,116
2882,2018-01-19 1:11,16.38,5.50071E+15,82
784,2018-01-19 1:34,2.59,4.72378E+18,47
1410,2018-01-19 3:01,10.39,4.498E+12,132
2956,2018-01-19 5:03,17.53,4.96292E+18,82
3381,2018-01-19 7:08,2.51,4.6819E+12,8
2253,2018-01-19 10:15,3.93,4.76105E+18,13
2015,2018-01-19 11:41,3.27,2.13194E+14,124
1183,2018-01-19 12:28,10.4,1.80099E+14,60
917,2018-01-19 13:15,10.16,3.53565E+15,81
679,2018-01-19 14:23,2.47,4.15072E+15,131
458,2018-01-19 17:44,5.96,6.50024E+15,138
1245,2018-01-19 20:12,11.58,4.86676E+18,132
2238,2018-01-20 1:13,3.7,5.36178E+15,107
2411,2018-01-20 2:23,2.17,4.26369E+15,109
1954,2018-01-20 3:18,3.38,3.00633E+13,93
2791,2018-01-20 3:19,17.64,3.00783E+13,37
302,2018-01-20 4:32,4.51,5.01809E+11,83
1266,2018-01-20 7:47,10.58,3.0143E+13,34
1456,2018-01-20 8:35,11.96,5.0188E+11,121
256,2018-01-20 9:56,9.81,4.15984E+18,69
2445,2018-01-20 10:50,2.17,4.71177E+15,113
729,2018-01-20 13:44,1.83,5.0188E+11,119
1615,2018-01-20 16:31,10.51,5.84227E+11,10
1320,2018-01-20 17:30,13.84,4.50641E+15,109
193,2018-01-20 19:46,8.03,4.26369E+15,8
1037,2018-01-20 20:11,10.12,3.76028E+14,37
277,2018-01-20 21:29,4.87,1.80099E+14,113
2537,2018-01-20 22:58,16.44,6.50024E+15,18
1417,2018-01-20 23:29,10.58,4.72378E+18,110
870,2018-01-21 0:03,2.32,4.71177E+15,130
3006,2018-01-21 1:30,20.29,5.13584E+15,136
132,2018-01-21 2:01,8.61,5.17595E+15,37
2844,2018-01-21 5:38,16.29,3.51695E+15,106
494,2018-01-21 6:47,5.34,4.498E+12,85
1892,2018-01-21 13:18,10.38,4.50641E+15,15
227,2018-01-21 15:37,5.51,2.13194E+14,21
322,2018-01-21 16:05,2.88,5.17595E+15,75
1492,2018-01-21 17:27,10.28,5.01809E+11,148
1338,2018-01-21 20:28,10.24,4.72378E+18,63
565,2018-01-21 23:04,2.22,3.72415E+14,149
1704,2018-01-22 2:08,10.38,4.6819E+12,98
1442,2018-01-22 8:07,1131,5.5706E+15,144
2044,2018-01-22 11:52,1.67,1.80099E+14,30
1057,2018-01-22 14:56,10.75,5.5706E+15,117
1935,2018-01-22 16:26,2.35,4.72378E+18,96
1364,2018-01-22 22:48,11.63,6.01199E+15,150
1509,2018-01-23 1:51,11.3,4.50641E+15,134
3499,2018-01-23 6:23,2.67,3.51695E+15,51
2667,2018-01-23 6:29,1678,5.0188E+11,92
1379,2018-01-23 8:07,10.47,4.86676E+18,7
538,2018-01-23 8:18,1.48,5.50071E+15,35
2070,2018-01-23 10:30,4.34,4.02791E+15,110
110,2018-01-23 12:06,6.38,5.13584E+15,94
2319,2018-01-23 16:13,5.58,5.84227E+11,33
392,2018-01-23 18:14,7.15,3.00633E+13,88
318,2018-01-24 1:31,3.54,3.53565E+15,81
2212,2018-01-24 3:43,2.78,3.58135E+15,68
263,2018-01-24 7:14,5.56,5.50071E+15,36
1463,2018-01-24 7:55,10.96,6.50024E+15,107
168,2018-01-24 8:28,5,4.26849E+15,141
3196,2018-01-24 9:31,15.22,3.76028E+14,83
942,2018-01-24 10:54,10.69,3.00633E+13,2
3093,2018-01-24 12:41,17.21,4.26849E+15,133
1231,2018-01-24 13:06,13.39,3.0182E+13,91
2913,2018-01-24 13:17,1691,4.76105E+18,14
3144,2018-01-24 14:45,18.15,4.6819E+12,27
2973,2018-01-24 16:42,18.59,3.56195E+15,90
2265,2018-01-24 23:15,5.78,4.53999E+15,11
148,2018-01-25 0:52,8.7,5.17595E+15,132
273,2018-01-25 7:41,5.74,4.71177E+15,20
1502,2018-01-25 8:58,11.35,3.76028E+14,141
178,2018-01-25 11:54,6.4,5.50071E+15,72
1841,2018-01-25 14:38,10.17,4.16531E+18,24
1252,2018-01-25 16:52,10.1,3.0182E+13,80
2880,2018-01-26 5:10,16.54,5.84227E+11,13
1758,2018-01-26 6:11,10.12,3.56107E+15,124
938,2018-01-26 9:30,10.76,4.498E+12,30
969,2018-01-26 11:32,11.39,6.75911E+11,67
1730,2018-01-26 13:10,11.95,2.13194E+14,11
2478,2018-01-26 14:06,17.58,5.36178E+15,106
299,2018-01-26 20:32,7,4.02791E+15,78
2454,2018-01-26 21:32,17.08,4.7432E+18,81
103,2018-01-27 0:11,5.87,3.4412E+14,64
3261,2018-01-27 0:56,16.14,4.72378E+18,94
2636,2018-01-27 4:07,18.58,4.53999E+15,49
3452,2018-01-27 8:24,3.08,3.5822E+15,43
3284,2018-01-27 8:36,15.15,6.50024E+15,71
639,2018-01-27 14:00,1.88,6.50024E+15,35
2382,2018-01-27 18:02,1.83,4.26849E+15,85
1495,2018-01-27 19:10,11.93,2.13194E+14,45
142,2018-01-27 23:35,6.12,4.27647E+12,135
1374,2018-01-28 5:11,13.03,4.26849E+15,109
2978,2018-01-28 14:38,19.93,3.51711E+15,71
911,2018-01-28 14:45,10.71,5.13584E+15,77
2686,2018-01-28 17:01,17.62,5.5706E+15,82
3280,2018-01-28 18:51,18.64,6.50024E+15,147
744,2018-01-28 19:30,0.72,6.01199E+15,36
231,2018-01-28 20:44,6.52,4.2791E+18,44
2660,2018-01-28 21:41,18.8,4.02791E+15,105
3168,2018-01-29 2:00,18.65,4.498E+12,90
2852,2018-01-29 2:49,18.19,4.72378E+18,40
549,2018-01-29 2:51,3.68,3.56107E+15,140
2115,2018-01-29 5:15,3.54,4.96292E+18,45
1914,2018-01-29 6:32,10.24,3.51711E+15,49
536,2018-01-29 7:01,2.65,4.15072E+15,5
681,2018-01-29 7:09,2.46,4.72378E+18,138
1798,2018-01-29 11:06,14.19,4.16531E+18,59
356,2018-01-29 11:52,5.14,4.76105E+18,131
2014,2018-01-29 12:54,3.93,4.7432E+18,142
2029,2018-01-29 13:38,2.06,3.56107E+15,22
3365,2018-01-29 14:09,2.37,5.13584E+15,92
2473,2018-01-29 17:25,17.99,3.56107E+15,34
1020,2018-01-29 19:47,10.25,5.17595E+15,91
2076,2018-01-29 22:49,5.33,4.50641E+15,45
2664,2018-01-29 23:55,16.73,5.84227E+11,10
1486,2018-01-30 2:32,10.15,3.56107E+15,87
2177,2018-01-30 4:24,2.72,3.0182E+13,133
2782,2018-01-30 4:52,17.05,5.5706E+15,147
2646,2018-01-30 6:49,15.97,4.2791E+18,82
1027,2018-01-30 9:15,10.53,3.56107E+15,79
2047,2018-01-30 14:21,2.86,3.53565E+15,32
2132,2018-01-30 14:21,4.15,4.18816E+15,85
3205,2018-01-30 16:34,16.91,3.51711E+15,112
26,2018-01-30 16:48,4.04,3.76028E+14,74
1243,2018-01-30 17:53,10.85,4.2791E+18,64
1415,2018-01-30 18:31,1177,4.31965E+12,64
2186,2018-01-30 22:14,3.65,4.15984E+18,102
3126,2018-01-31 0:51,16.43,4.18816E+15,48
3310,2018-01-31 1:24,15.99,4.15984E+18,105
1080,2018-01-31 2:09,10.09,4.58696E+18,118
647,2018-01-31 5:46,2.75,4.31965E+12,81
1729,2018-01-31 6:01,10.28,4.50641E+15,26
1545,2018-01-31 9:42,10.49,3.51711E+15,77
2219,2018-01-31 10:34,4.17,5.84227E+11,78
2954,2018-01-31 11:06,18.78,4.71177E+15,48
777,2018-01-31 13:17,0.58,4.74104E+12,63
1405,2018-01-31 18:25,11.25,4.2791E+18,127
3286,2018-01-31 23:44,16.02,4.50641E+15,44
1657,2018-02-01 8:49,10.26,4.72378E+18,115
45,2018-02-01 9:29,6.3,4.53999E+15,116
1024,2018-02-01 11:05,10.49,4.74104E+12,138
899,2018-02-01 11:15,10.65,4.2791E+18,65
1279,2018-02-01 18:37,10.27,4.15072E+15,145
989,2018-02-01 20:33,11.62,3.5822E+15,4
1516,2018-02-01 20:44,10.24,3.51711E+15,51
2150,2018-02-01 21:52,1.54,4.7432E+18,43
2793,2018-02-02 3:11,15.95,4.83448E+15,27
2776,2018-02-02 10:56,15.52,4.64401E+18,95
1360,2018-02-02 11:31,10.75,3.72415E+14,135
2638,2018-02-02 16:57,15.27,4.6819E+12,53
3491,2018-02-02 17:43,2.17,5.50071E+15,64
1752,2018-02-02 17:56,10.15,5.01809E+11,127
2456,2018-02-02 18:46,18.64,4.74104E+12,148
13,2018-02-02 21:41,4.29,6.50024E+15,148
248,2018-02-03 3:04,5.24,3.5822E+15,83
1715,2018-02-03 6:57,12.39,5.5706E+15,69
2245,2018-02-03 7:45,4.53,5.5706E+15,80
1701,2018-02-03 12:53,10.23,4.76105E+18,95
488,2018-02-03 14:33,7.05,3.0182E+13,3
638,2018-02-03 15:45,1.17,3.51695E+15,19
2719,2018-02-03 16:27,15.98,4.72378E+18,114
3181,2018-02-03 16:34,18.53,3.56107E+15,86
3395,2018-02-03 18:05,1.41,4.86676E+18,65
1435,2018-02-03 18:48,13.01,3.0182E+13,75
3216,2018-02-03 19:32,17.94,3.51695E+15,104
2389,2018-02-04 2:22,4.79,3.00633E+13,27
11,2018-02-04 4:00,6.9,6.50024E+15,125
2011,2018-02-04 9:22,2.41,2.13194E+14,94
1996,2018-02-04 16:13,2.92,5.36178E+15,4
1981,2018-02-04 18:44,2.68,4.74104E+12,104
810,2018-02-04 19:02,0.51,3.56195E+15,75
3281,2018-02-04 20:48,18.11,4.53999E+15,98
2256,2018-02-04 22:25,5.94,4.26849E+15,43
1505,2018-02-05 3:47,10.27,4.26849E+15,17
2688,2018-02-05 8:37,17.85,1.80099E+14,1
3063,2018-02-05 9:39,15.73,5.03843E+11,75
2086,2018-02-05 15:54,1.52,3.00633E+13,145
1740,2018-02-05 17:32,10.58,3.0182E+13,39
3237,2018-02-05 17:36,17.7,3.53565E+15,50
607,2018-02-05 19:19,2.09,4.53999E+15,87
1270,2018-02-05 19:35,10.08,5.0188E+11,52
1281,2018-02-05 20:08,10.92,4.02791E+15,34
3297,2018-02-05 20:43,17.61,1.80099E+14,35
881,2018-02-05 21:59,10.81,3.72415E+14,65
1819,2018-02-05 23:22,10.96,4.15984E+18,67
1079,2018-02-06 4:34,10.86,4.58696E+18,132
3494,2018-02-06 10:55,2.49,4.76105E+18,100
372,2018-02-06 10:58,4.83,3.76028E+14,72
611,2018-02-06 18:29,2.53,3.56107E+15,102
1998,2018-02-06 20:53,4.58,1.80099E+14,9
1603,2018-02-06 22:44,10.32,3.0182E+13,45
2418,2018-02-07 0:20,5.97,3.72415E+14,104
2072,2018-02-07 1:36,5.64,4.76105E+18,63
230,2018-02-07 2:48,7.68,4.26369E+15,63
1115,2018-02-07 3:45,10.21,4.74104E+12,42
1473,2018-02-07 15:53,10.33,3.56107E+15,49
859,2018-02-07 23:35,2.87,5.01809E+11,70
205,2018-02-08 4:15,7.02,3.00633E+13,96
2878,2018-02-08 5:12,18.32,4.86676E+18,57
2085,2018-02-08 8:36,2.48,5.01809E+11,85
748,2018-02-08 10:27,3.48,4.96292E+18,139
3473,2018-02-08 11:06,2.45,5.36178E+15,127
3060,2018-02-08 12:15,15.39,6.75911E+11,135
364,2018-02-08 16:35,7.15,4.26849E+15,97
3102,2018-02-08 19:56,15.71,4.74104E+12,88
121,2018-02-08 21:10,5.52,5.84227E+11,124
1927,2018-02-09 0:54,1.72,4.58696E+18,3
3436,2018-02-09 7:38,1.16,5.03843E+11,12
2409,2018-02-09 11:38,445,3.51695E+15,112
657,2018-02-09 15:30,1.21,3.5822E+15,101
1265,2018-02-09 19:25,11.11,5.0188E+11,114
1142,2018-02-10 2:01,11.43,5.5706E+15,68
3133,2018-02-10 3:34,15.25,4.15072E+15,122
2665,2018-02-10 5:36,15.92,3.0143E+13,126
2629,2018-02-10 10:29,20.01,3.58135E+15,148
1386,2018-02-10 10:55,10.14,4.15072E+15,35
3313,2018-02-10 11:17,12.97,4.7432E+18,135
1556,2018-02-10 11:56,11.33,4.50641E+15,10
375,2018-02-10 12:04,7.39,4.26849E+15,105
3418,2018-02-10 13:26,1.66,4.27647E+12,72
3013,2018-02-10 16:22,17.3,5.5706E+15,150
2801,2018-02-10 16:43,15.67,3.51695E+15,25
1487,2018-02-10 18:53,10.74,2.13194E+14,105
206,2018-02-11 0:03,7.51,5.01809E+11,25
1419,2018-02-11 2:48,12.98,3.56195E+15,115
1446,2018-02-11 6:30,10.93,4.96292E+18,65
738,2018-02-11 8:25,1.26,3.5822E+15,38
2894,2018-02-11 14:38,15.76,4.72378E+18,111
556,2018-02-11 16:04,2.74,4.15984E+18,63
988,2018-02-11 17:50,11.46,4.02791E+15,131
1449,2018-02-11 21:30,10.77,5.84227E+11,142
2290,2018-02-11 22:11,4.56,4.76105E+18,127
2554,2018-02-11 22:51,16.2,4.53999E+15,118
127,2018-02-12 3:44,3.69,4.31965E+12,116
2126,2018-02-12 10:31,5.47,4.18816E+15,98
3029,2018-02-12 15:16,19.8,5.5706E+15,39
430,2018-02-12 15:26,7.73,4.76105E+18,150
1146,2018-02-12 15:41,10.08,2.13194E+14,49
3285,2018-02-12 16:21,16.93,4.71177E+15,84
1833,2018-02-12 21:29,10.39,4.18816E+15,66
3339,2018-02-13 1:08,1.5,5.17595E+15,137
3465,2018-02-13 1:31,2.19,4.53999E+15,1
1347,2018-02-13 1:43,10.36,3.76028E+14,51
3076,2018-02-13 3:52,17.21,5.29719E+15,35
2926,2018-02-13 9:24,19.2,3.0143E+13,40
1848,2018-02-13 10:34,10.44,3.51695E+15,130
1708,2018-02-13 10:35,10.78,5.0188E+11,101
3155,2018-02-13 13:36,19.37,4.15984E+18,149
664,2018-02-13 20:23,1.92,4.72378E+18,133
1047,2018-02-14 1:50,10.24,4.74104E+12,81
2657,2018-02-14 4:16,17.77,3.00783E+13,4
2967,2018-02-14 5:56,13.85,6.50024E+15,44
2563,2018-02-14 6:14,16.13,4.26849E+15,39
2035,2018-02-14 6:48,4.75,4.15984E+18,32
490,2018-02-14 8:06,6.17,4.15072E+15,97
3326,2018-02-14 9:36,2.73,4.498E+12,1
3282,2018-02-14 10:44,17.99,4.71177E+15,121
1836,2018-02-14 11:14,11.38,3.51711E+15,18
2060,2018-02-14 11:45,3.54,4.15984E+18,144
195,2018-02-14 14:16,7.64,4.72378E+18,135
3038,2018-02-14 14:49,17.36,4.498E+12,65
3016,2018-02-14 16:46,15.87,5.29719E+15,83
863,2018-02-14 17:22,2.91,4.18816E+15,20
371,2018-02-14 18:59,8.45,5.5706E+15,4
340,2018-02-14 21:50,5.62,3.56107E+15,51
1042,2018-02-15 4:55,10.29,6.01199E+15,129
1786,2018-02-15 10:22,10,3.0143E+13,147
1714,2018-02-15 10:24,10.3,5.50071E+15,92
1155,2018-02-15 14:12,10.92,4.72378E+18,11
891,2018-02-15 14:49,10.01,5.01809E+11,6
3220,2018-02-15 16:28,17.86,3.58135E+15,91
2891,2018-02-15 19:33,15.95,3.56107E+15,118
572,2018-02-15 21:35,3.46,3.53565E+15,139
670,2018-02-16 2:59,3.69,2.13194E+14,121
1322,2018-02-16 5:33,10.19,4.74104E+12,98
187,2018-02-16 6:17,5.83,3.0143E+13,40
1693,2018-02-16 8:32,10,5.84227E+11,42
2830,2018-02-16 10:00,15.95,3.0182E+13,98
727,2018-02-16 12:15,3.11,5.36178E+15,13
1469,2018-02-16 12:31,10.5,4.64401E+18,37
1029,2018-02-16 13:45,10.48,5.5706E+15,100
3138,2018-02-16 17:15,16.69,4.6819E+12,67
2543,2018-02-16 18:57,17.63,5.84227E+11,63
2995,2018-02-16 20:08,16.08,5.0188E+11,15
2401,2018-02-16 20:44,5.87,5.29719E+15,3
842,2018-02-17 0:18,2.71,3.76028E+14,122
2699,2018-02-17 1:27,1430,5.5706E+15,71
1648,2018-02-17 1:56,10.76,5.50071E+15,136
596,2018-02-17 2:02,2.57,4.96292E+18,47
2797,2018-02-17 5:49,17.93,3.76028E+14,30
750,2018-02-17 5:55,1.27,3.58135E+15,48
3057,2018-02-17 20:31,18.03,5.03843E+11,47
2670,2018-02-17 21:37,17.23,3.5822E+15,25
2344,2018-02-18 1:13,2.51,4.02791E+15,20
2640,2018-02-18 7:25,16.38,3.5822E+15,94
34,2018-02-18 8:19,8.02,5.17595E+15,67
2590,2018-02-18 8:54,18.3,3.4412E+14,69
2862,2018-02-18 9:33,18.06,5.5706E+15,88
3468,2018-02-18 10:09,1.63,4.96292E+18,36
1764,2018-02-18 11:36,10.99,3.0182E+13,79
2683,2018-02-18 13:04,14.91,5.01809E+11,103
1109,2018-02-18 17:26,11.73,4.96292E+18,2
501,2018-02-18 17:37,3.48,3.51695E+15,41
871,2018-02-18 17:48,1.7,1.80099E+14,63
1928,2018-02-18 18:28,4.26,4.16531E+18,94
2630,2018-02-18 20:43,16.7,4.31965E+12,137
1525,2018-02-18 22:19,10.31,4.6819E+12,75
2116,2018-02-19 0:17,3.64,3.76028E+14,89
1748,2018-02-19 3:12,11,5.84227E+11,148
1246,2018-02-19 8:50,12.17,4.76105E+18,149
310,2018-02-19 10:53,5.36,3.00633E+13,124
1679,2018-02-19 11:31,10.38,4.53999E+15,70
2785,2018-02-19 12:45,15.59,3.51711E+15,38
1480,2018-02-19 16:00,1072,3.51695E+15,49
2250,2018-02-19 16:15,5.42,4.64401E+18,134
1860,2018-02-19 17:56,12.1,4.498E+12,49
3098,2018-02-19 22:48,1839,3.4412E+14,95
1403,2018-02-20 2:58,10.9,5.03843E+11,90
2933,2018-02-20 6:24,18.96,4.16531E+18,65
347,2018-02-20 10:58,4.6,2.13194E+14,66
1978,2018-02-20 13:01,4.35,4.53999E+15,22
3166,2018-02-20 17:03,20.88,5.84227E+11,106
2174,2018-02-20 20:28,3.82,5.84227E+11,87
1082,2018-02-20 22:07,11.17,3.56195E+15,70
675,2018-02-21 0:25,2.81,4.50641E+15,105
3496,2018-02-21 0:28,2.08,4.96292E+18,85
1114,2018-02-21 3:19,10.71,3.0143E+13,118
3398,2018-02-21 5:56,2.88,3.0143E+13,9
2861,2018-02-21 8:21,18.98,4.26849E+15,23
864,2018-02-21 11:46,3.38,4.16531E+18,77
2469,2018-02-21 12:56,15.62,4.96292E+18,142
2934,2018-02-21 13:21,15.78,4.76105E+18,5
22,2018-02-21 17:59,3.8,4.26849E+15,120
3432,2018-02-21 20:23,2.31,3.4412E+14,90
